date,temp_mean_C,temp_min_C,temp_max_C,precipitation_mm,humidity_percent,wind_speed_ms,year,month,day_of_year,season,temp_range,is_rainy,weather_category
2021-01-19,13.76,6.63,23.05,0.0,54.3,3.18,2021,1,19,Winter,16.42,0,Cold
2021-01-20,12.8,5.98,23.37,0.0,55.22,4.19,2021,1,20,Winter,17.39,0,Cold
2021-01-21,13.32,6.04,23.67,0.0,50.44,4.21,2021,1,21,Winter,17.630000000000003,0,Cold
2021-01-22,13.81,6.41,24.2,0.0,42.3,2.56,2021,1,22,Winter,17.79,0,Cold
2021-01-23,13.51,6.57,22.3,0.0,45.54,3.63,2021,1,23,Winter,15.73,0,Cold
2021-01-24,11.05,5.23,19.55,0.0,56.12,3.22,2021,1,24,Winter,14.32,0,Cold
2021-01-25,10.39,2.06,19.8,0.0,52.67,2.39,2021,1,25,Winter,17.740000000000002,0,Cold
2021-01-26,11.67,4.1,20.81,0.0,49.64,2.77,2021,1,26,Winter,16.71,0,Cold
2021-01-27,11.97,4.16,21.32,0.0,45.06,2.79,2021,1,27,Winter,17.16,0,Cold
2021-01-28,11.29,4.47,20.75,0.0,40.95,2.25,2021,1,28,Winter,16.28,0,Cold
2021-01-29,10.91,3.05,21.18,0.0,42.34,3.5,2021,1,29,Winter,18.13,0,Cold
2021-01-30,12.05,3.44,22.61,0.0,41.47,3.54,2021,1,30,Winter,19.169999999999998,0,Cold
2021-01-31,14.12,6.28,24.12,0.0,34.82,2.16,2021,1,31,Winter,17.84,0,Cold
2021-02-01,15.54,8.34,26.33,0.0,34.99,2.33,2021,2,32,Winter,17.99,0,Pleasant
2021-02-02,16.27,8.81,26.67,0.0,35.81,1.78,2021,2,33,Winter,17.86,0,Pleasant
2021-02-03,16.22,7.63,27.38,0.03,42.16,2.59,2021,2,34,Winter,19.75,0,Pleasant
2021-02-04,15.44,9.36,24.4,3.04,60.46,2.84,2021,2,35,Winter,15.04,1,Pleasant
2021-02-05,13.85,7.67,22.52,0.07,65.36,2.77,2021,2,36,Winter,14.85,0,Cold
2021-02-06,13.61,6.15,23.14,0.0,53.12,3.37,2021,2,37,Winter,16.990000000000002,0,Cold
2021-02-07,14.42,6.68,23.54,0.0,49.39,3.52,2021,2,38,Winter,16.86,0,Cold
2021-02-08,15.42,7.97,25.12,0.0,47.38,2.7,2021,2,39,Winter,17.150000000000002,0,Pleasant
2021-02-09,17.51,8.49,27.3,0.0,43.56,2.6,2021,2,40,Winter,18.810000000000002,0,Pleasant
2021-02-10,18.72,12.65,28.43,0.0,39.7,2.15,2021,2,41,Winter,15.78,0,Pleasant
2021-02-11,17.3,9.91,26.18,0.0,44.28,2.16,2021,2,42,Winter,16.27,0,Pleasant
2021-02-12,18.39,12.07,26.03,0.0,40.94,1.65,2021,2,43,Winter,13.96,0,Pleasant
2021-02-13,18.61,11.98,27.55,0.0,34.49,1.79,2021,2,44,Winter,15.57,0,Pleasant
2021-02-14,18.99,12.45,28.12,0.0,33.5,1.81,2021,2,45,Winter,15.670000000000002,0,Pleasant
2021-02-15,19.83,12.51,29.0,0.0,32.45,1.47,2021,2,46,Winter,16.490000000000002,0,Pleasant
2021-02-16,18.99,11.6,29.32,0.0,38.8,2.17,2021,2,47,Winter,17.72,0,Pleasant
2021-02-17,18.47,11.52,28.29,0.0,41.11,2.16,2021,2,48,Winter,16.77,0,Pleasant
2021-02-18,18.99,11.54,28.71,0.0,34.75,2.08,2021,2,49,Winter,17.17,0,Pleasant
2021-02-19,18.13,10.22,28.3,0.0,35.53,2.44,2021,2,50,Winter,18.08,0,Pleasant
2021-02-20,18.17,10.81,28.51,0.0,32.81,2.48,2021,2,51,Winter,17.700000000000003,0,Pleasant
2021-02-21,18.63,10.28,29.42,0.0,34.3,3.17,2021,2,52,Winter,19.14,0,Pleasant
2021-02-22,20.98,13.68,31.1,0.0,29.63,3.17,2021,2,53,Winter,17.42,0,Pleasant
2021-02-23,22.82,15.18,32.82,0.0,25.65,2.02,2021,2,54,Winter,17.64,0,Pleasant
2021-02-24,23.71,17.16,33.36,0.0,25.87,1.81,2021,2,55,Winter,16.2,0,Pleasant
2021-02-25,23.23,14.76,33.21,0.0,28.73,2.71,2021,2,56,Winter,18.450000000000003,0,Pleasant
2021-02-26,24.14,14.02,34.39,0.0,32.49,3.51,2021,2,57,Winter,20.37,0,Pleasant
2021-02-27,23.99,17.21,33.35,0.14,34.93,3.82,2021,2,58,Winter,16.14,0,Pleasant
2021-02-28,21.87,14.51,31.82,0.0,29.09,3.0,2021,2,59,Winter,17.310000000000002,0,Pleasant
2021-03-01,20.3,11.75,30.05,0.0,24.24,4.22,2021,3,60,Summer,18.3,0,Pleasant
2021-03-02,20.54,12.07,30.55,0.0,24.04,4.95,2021,3,61,Summer,18.48,0,Pleasant
2021-03-03,22.53,12.44,32.88,0.0,20.58,3.16,2021,3,62,Summer,20.440000000000005,0,Pleasant
2021-03-04,24.54,18.06,34.48,0.0,19.14,1.82,2021,3,63,Summer,16.419999999999998,0,Pleasant
2021-03-05,23.12,13.87,32.93,0.0,21.97,4.29,2021,3,64,Summer,19.060000000000002,0,Pleasant
2021-03-06,24.69,14.55,35.43,0.0,19.36,3.9,2021,3,65,Summer,20.88,0,Pleasant
2021-03-07,25.51,16.02,36.22,0.0,20.55,2.49,2021,3,66,Summer,20.2,0,Warm
2021-03-08,25.25,18.3,34.58,0.04,26.36,3.03,2021,3,67,Summer,16.279999999999998,0,Warm
2021-03-09,25.81,19.21,34.22,0.45,29.97,2.15,2021,3,68,Summer,15.009999999999998,0,Warm
2021-03-10,25.68,18.93,34.1,0.4,33.21,2.51,2021,3,69,Summer,15.170000000000002,0,Warm
2021-03-11,26.07,18.18,35.42,0.0,22.57,2.13,2021,3,70,Summer,17.240000000000002,0,Warm
2021-03-12,23.12,18.39,29.34,2.92,43.41,4.23,2021,3,71,Summer,10.95,1,Pleasant
2021-03-13,23.71,15.25,32.91,0.0,54.43,2.39,2021,3,72,Summer,17.659999999999997,0,Pleasant
2021-03-14,25.09,17.01,33.37,0.0,33.29,3.07,2021,3,73,Summer,16.359999999999996,0,Warm
2021-03-15,24.55,17.2,33.18,0.0,29.4,2.79,2021,3,74,Summer,15.98,0,Pleasant
2021-03-16,25.06,17.21,34.34,0.0,30.97,3.35,2021,3,75,Summer,17.130000000000003,0,Warm
2021-03-17,26.47,18.77,35.57,0.0,29.55,2.39,2021,3,76,Summer,16.8,0,Warm
2021-03-18,27.19,19.33,36.22,0.0,29.2,2.41,2021,3,77,Summer,16.89,0,Warm
2021-03-19,26.98,20.9,34.44,0.0,30.01,2.92,2021,3,78,Summer,13.54,0,Warm
2021-03-20,26.31,18.13,35.37,0.0,27.63,3.64,2021,3,79,Summer,17.24,0,Warm
2021-03-21,27.86,20.18,37.07,0.0,25.3,1.88,2021,3,80,Summer,16.89,0,Warm
2021-03-22,26.51,20.09,32.87,0.1,26.63,3.68,2021,3,81,Summer,12.779999999999998,0,Warm
2021-03-23,27.48,21.55,35.08,0.0,27.07,2.58,2021,3,82,Summer,13.529999999999998,0,Warm
2021-03-24,25.52,17.88,33.93,0.04,28.05,2.95,2021,3,83,Summer,16.05,0,Warm
2021-03-25,24.18,16.03,32.69,0.0,30.69,4.63,2021,3,84,Summer,16.659999999999997,0,Pleasant
2021-03-26,24.61,15.69,33.95,0.0,31.16,3.68,2021,3,85,Summer,18.260000000000005,0,Pleasant
2021-03-27,27.28,18.64,37.18,0.0,25.93,2.68,2021,3,86,Summer,18.54,0,Warm
2021-03-28,28.88,19.92,39.12,0.0,21.95,2.15,2021,3,87,Summer,19.199999999999996,0,Warm
2021-03-29,30.57,20.55,41.85,0.0,18.17,3.46,2021,3,88,Summer,21.3,0,Warm
2021-03-30,29.73,21.67,38.75,0.0,15.75,6.03,2021,3,89,Summer,17.08,0,Warm
2021-03-31,27.71,18.06,37.67,0.0,12.61,5.76,2021,3,90,Summer,19.610000000000003,0,Warm
2021-04-01,26.06,15.52,36.67,0.0,8.01,5.73,2021,4,91,Summer,21.150000000000002,0,Warm
2021-04-02,25.61,15.92,36.49,0.0,9.36,3.25,2021,4,92,Summer,20.57,0,Warm
2021-04-03,25.98,15.57,36.53,0.0,6.98,2.92,2021,4,93,Summer,20.96,0,Warm
2021-04-04,27.22,16.75,38.86,0.0,8.88,3.14,2021,4,94,Summer,22.11,0,Warm
2021-04-05,28.93,18.46,38.82,0.0,14.12,2.46,2021,4,95,Summer,20.36,0,Warm
2021-04-06,30.7,21.42,39.81,0.0,16.44,2.74,2021,4,96,Summer,18.39,0,Warm
2021-04-07,28.98,20.32,38.13,0.0,32.2,4.73,2021,4,97,Summer,17.810000000000002,0,Warm
2021-04-08,27.12,17.49,36.63,0.0,15.94,3.43,2021,4,98,Summer,19.140000000000004,0,Warm
2021-04-09,27.48,17.27,37.67,0.0,14.51,3.48,2021,4,99,Summer,20.400000000000002,0,Warm
2021-04-10,28.48,18.99,38.22,0.0,15.57,3.23,2021,4,100,Summer,19.23,0,Warm
2021-04-11,29.39,18.98,39.71,0.0,16.35,3.3,2021,4,101,Summer,20.73,0,Warm
2021-04-12,30.86,22.17,40.42,0.0,15.59,2.95,2021,4,102,Summer,18.25,0,Warm
2021-04-13,31.53,22.91,40.75,0.0,18.54,3.42,2021,4,103,Summer,17.84,0,Warm
2021-04-14,31.95,22.81,41.19,0.0,19.86,3.42,2021,4,104,Summer,18.38,0,Warm
2021-04-15,32.28,24.46,40.95,0.0,16.45,3.04,2021,4,105,Summer,16.490000000000002,0,Warm
2021-04-16,31.94,24.3,41.45,2.28,21.71,2.98,2021,4,106,Summer,17.150000000000002,1,Warm
2021-04-17,28.85,22.13,36.32,0.01,32.96,3.96,2021,4,107,Summer,14.190000000000001,0,Warm
2021-04-18,29.11,20.61,37.6,0.0,28.64,2.89,2021,4,108,Summer,16.990000000000002,0,Warm
2021-04-19,31.28,22.61,39.49,0.0,20.21,2.67,2021,4,109,Summer,16.880000000000003,0,Warm
2021-04-20,27.9,22.29,35.07,0.25,24.76,3.42,2021,4,110,Summer,12.780000000000001,0,Warm
2021-04-21,26.01,19.02,33.33,0.1,35.05,3.9,2021,4,111,Summer,14.309999999999999,0,Warm
2021-04-22,27.44,19.56,35.07,0.02,29.83,1.85,2021,4,112,Summer,15.510000000000002,0,Warm
2021-04-23,29.13,21.43,37.93,0.26,23.83,4.75,2021,4,113,Summer,16.5,0,Warm
2021-04-24,26.91,17.64,36.45,0.15,30.14,4.62,2021,4,114,Summer,18.810000000000002,0,Warm
2021-04-25,28.51,18.32,39.04,0.0,17.64,3.91,2021,4,115,Summer,20.72,0,Warm
2021-04-26,31.29,20.28,41.08,0.0,13.75,3.3,2021,4,116,Summer,20.799999999999997,0,Warm
2021-04-27,33.53,25.69,42.9,0.0,13.16,2.89,2021,4,117,Summer,17.209999999999997,0,Warm
2021-04-28,33.83,24.64,43.62,0.0,12.26,3.34,2021,4,118,Summer,18.979999999999997,0,Warm
2021-04-29,34.21,25.31,43.31,0.0,17.38,3.08,2021,4,119,Summer,18.000000000000004,0,Warm
2021-04-30,34.24,25.85,42.42,0.38,17.11,2.04,2021,4,120,Summer,16.57,0,Warm
2021-05-01,33.54,26.03,41.5,0.4,18.93,2.32,2021,5,121,Summer,15.469999999999999,0,Warm
2021-05-02,32.98,27.07,40.17,0.0,22.91,2.29,2021,5,122,Summer,13.100000000000001,0,Warm
2021-05-03,33.7,27.42,40.24,0.0,24.47,2.57,2021,5,123,Summer,12.82,0,Warm
2021-05-04,34.18,26.7,41.67,0.0,20.32,2.19,2021,5,124,Summer,14.970000000000002,0,Warm
2021-05-05,33.46,25.59,41.04,0.01,19.82,2.07,2021,5,125,Summer,15.45,0,Warm
2021-05-06,32.92,24.64,41.4,5.86,27.99,2.51,2021,5,126,Summer,16.759999999999998,1,Warm
2021-05-07,31.64,25.96,37.87,0.01,32.43,2.03,2021,5,127,Summer,11.909999999999997,0,Warm
2021-05-08,32.05,25.74,39.03,0.0,28.54,1.98,2021,5,128,Summer,13.290000000000003,0,Warm
2021-05-09,33.08,24.65,40.67,0.0,25.46,2.56,2021,5,129,Summer,16.020000000000003,0,Warm
2021-05-10,34.3,27.8,40.83,1.74,24.92,2.17,2021,5,130,Summer,13.029999999999998,1,Warm
2021-05-11,33.44,25.15,41.13,0.08,26.24,2.45,2021,5,131,Summer,15.980000000000004,0,Warm
2021-05-12,33.49,26.92,39.72,0.57,26.77,2.51,2021,5,132,Summer,12.799999999999997,0,Warm
2021-05-13,31.02,26.28,35.89,1.61,36.29,2.31,2021,5,133,Summer,9.61,1,Warm
2021-05-14,31.58,24.36,38.46,0.01,33.89,1.94,2021,5,134,Summer,14.100000000000001,0,Warm
2021-05-15,33.34,26.53,40.12,0.01,27.64,1.89,2021,5,135,Summer,13.589999999999996,0,Warm
2021-05-16,33.98,26.09,41.48,0.12,21.99,2.35,2021,5,136,Summer,15.389999999999997,0,Warm
2021-05-17,33.1,27.72,38.56,0.01,21.9,3.24,2021,5,137,Summer,10.840000000000003,0,Warm
2021-05-18,30.25,26.22,34.29,2.2,38.48,5.37,2021,5,138,Summer,8.07,1,Warm
2021-05-19,25.73,21.96,32.11,57.13,67.68,5.58,2021,5,139,Summer,10.149999999999999,1,Warm
2021-05-20,27.74,21.25,34.92,17.73,60.31,5.18,2021,5,140,Summer,13.670000000000002,1,Warm
2021-05-21,28.4,22.41,34.4,16.86,55.38,2.22,2021,5,141,Summer,11.989999999999998,1,Warm
2021-05-22,29.67,23.47,36.18,2.57,52.76,2.65,2021,5,142,Summer,12.71,1,Warm
2021-05-23,28.87,22.23,35.52,0.0,44.59,2.7,2021,5,143,Summer,13.290000000000003,0,Warm
2021-05-24,29.28,21.79,37.23,0.0,39.05,5.12,2021,5,144,Summer,15.439999999999998,0,Warm
2021-05-25,31.31,22.62,40.29,0.0,36.55,5.25,2021,5,145,Summer,17.669999999999998,0,Warm
2021-05-26,32.79,24.67,40.68,0.0,35.34,3.47,2021,5,146,Summer,16.009999999999998,0,Warm
2021-05-27,34.08,26.14,41.6,0.0,29.77,2.25,2021,5,147,Summer,15.46,0,Warm
2021-05-28,32.17,23.39,40.81,0.0,37.35,3.12,2021,5,148,Summer,17.42,0,Warm
2021-05-29,32.48,25.79,39.87,0.21,49.26,5.33,2021,5,149,Summer,14.079999999999998,0,Warm
2021-05-30,32.31,25.33,39.46,0.17,53.33,3.29,2021,5,150,Summer,14.130000000000003,0,Warm
2021-05-31,34.73,28.16,40.87,0.0,41.22,1.78,2021,5,151,Summer,12.709999999999997,0,Warm
2021-06-01,30.88,26.04,35.34,16.48,46.28,1.78,2021,6,152,Summer,9.300000000000004,1,Warm
2021-06-02,31.78,25.31,38.14,0.31,42.6,1.64,2021,6,153,Summer,12.830000000000002,0,Warm
2021-06-03,31.88,26.97,37.3,0.02,44.7,1.96,2021,6,154,Summer,10.329999999999998,0,Warm
2021-06-04,33.55,25.95,39.79,2.02,43.02,1.68,2021,6,155,Summer,13.84,1,Warm
2021-06-05,33.77,27.44,39.76,3.18,45.64,1.63,2021,6,156,Summer,12.319999999999997,1,Warm
2021-06-06,33.57,27.06,39.26,0.13,44.66,2.13,2021,6,157,Summer,12.2,0,Warm
2021-06-07,34.77,27.35,41.68,0.0,42.61,4.03,2021,6,158,Summer,14.329999999999998,0,Warm
2021-06-08,35.79,29.06,42.61,0.0,37.99,5.77,2021,6,159,Summer,13.55,0,Hot
2021-06-09,36.37,29.69,42.83,0.0,38.49,4.86,2021,6,160,Summer,13.139999999999997,0,Hot
2021-06-10,34.95,28.64,41.29,0.51,44.56,2.86,2021,6,161,Summer,12.649999999999999,0,Warm
2021-06-11,33.43,27.41,40.58,4.67,53.16,3.48,2021,6,162,Summer,13.169999999999998,1,Warm
2021-06-12,34.0,27.94,40.81,4.4,52.34,3.44,2021,6,163,Summer,12.870000000000001,1,Warm
2021-06-13,32.26,26.3,37.26,3.45,61.3,3.2,2021,6,164,Summer,10.959999999999997,1,Warm
2021-06-14,33.63,28.0,39.21,0.6,43.7,1.94,2021,6,165,Summer,11.21,0,Warm
2021-06-15,33.41,26.32,40.24,0.27,43.49,2.55,2021,6,166,Summer,13.920000000000002,0,Warm
2021-06-16,31.87,27.85,36.25,4.39,51.64,1.62,2021,6,167,Summer,8.399999999999999,1,Warm
2021-06-17,31.49,26.91,35.84,15.51,55.69,1.98,2021,6,168,Summer,8.930000000000003,1,Warm
2021-06-18,31.61,25.95,37.42,3.01,52.26,2.53,2021,6,169,Summer,11.470000000000002,1,Warm
2021-06-19,31.24,26.29,36.33,1.47,54.31,2.62,2021,6,170,Summer,10.04,1,Warm
2021-06-20,31.25,25.1,36.43,0.36,57.72,2.02,2021,6,171,Summer,11.329999999999998,0,Warm
2021-06-21,33.54,27.05,39.61,0.42,46.03,2.23,2021,6,172,Summer,12.559999999999999,0,Warm
2021-06-22,34.24,27.31,40.83,0.0,43.48,3.03,2021,6,173,Summer,13.52,0,Warm
2021-06-23,34.8,28.57,41.06,0.0,38.94,1.77,2021,6,174,Summer,12.490000000000002,0,Warm
2021-06-24,34.17,27.12,40.8,0.0,41.47,2.17,2021,6,175,Summer,13.679999999999996,0,Warm
2021-06-25,33.73,26.57,40.83,3.93,43.77,2.85,2021,6,176,Summer,14.259999999999998,1,Warm
2021-06-26,32.4,25.3,38.98,1.88,44.79,1.65,2021,6,177,Summer,13.679999999999996,1,Warm
2021-06-27,33.96,26.87,40.51,0.07,41.5,2.09,2021,6,178,Summer,13.639999999999997,0,Warm
2021-06-28,34.76,27.81,40.8,0.0,37.27,1.35,2021,6,179,Summer,12.989999999999998,0,Warm
2021-06-29,36.32,29.54,43.92,0.0,31.0,3.46,2021,6,180,Summer,14.380000000000003,0,Hot
2021-06-30,37.27,29.94,44.58,0.0,31.97,5.81,2021,6,181,Summer,14.639999999999997,0,Hot
2021-07-01,37.57,30.85,43.69,0.0,34.46,4.03,2021,7,182,Monsoon,12.839999999999996,0,Hot
2021-07-02,36.75,29.19,43.07,9.8,39.71,3.34,2021,7,183,Monsoon,13.879999999999999,1,Hot
2021-07-03,34.17,27.33,40.62,4.49,52.64,3.21,2021,7,184,Monsoon,13.29,1,Warm
2021-07-04,34.95,29.35,40.33,0.04,43.42,1.77,2021,7,185,Monsoon,10.979999999999997,0,Warm
2021-07-05,35.28,29.62,41.1,0.02,41.15,2.14,2021,7,186,Monsoon,11.48,0,Hot
2021-07-06,36.02,29.99,42.08,0.0,40.55,3.27,2021,7,187,Monsoon,12.09,0,Hot
2021-07-07,37.15,30.97,43.47,0.02,37.36,3.66,2021,7,188,Monsoon,12.5,0,Hot
2021-07-08,37.71,31.03,43.23,0.96,35.62,2.66,2021,7,189,Monsoon,12.199999999999996,0,Hot
2021-07-09,35.25,30.55,40.03,5.98,47.58,2.33,2021,7,190,Monsoon,9.48,1,Hot
2021-07-10,35.25,29.98,40.6,0.03,44.65,3.56,2021,7,191,Monsoon,10.620000000000001,0,Hot
2021-07-11,34.11,29.97,39.55,0.84,52.93,5.07,2021,7,192,Monsoon,9.579999999999998,0,Warm
2021-07-12,31.25,28.3,33.62,3.18,64.53,5.2,2021,7,193,Monsoon,5.319999999999997,1,Warm
2021-07-13,30.03,26.8,33.83,23.26,73.72,3.72,2021,7,194,Monsoon,7.029999999999998,1,Warm
2021-07-14,29.72,26.66,33.51,23.52,75.19,3.96,2021,7,195,Monsoon,6.849999999999998,1,Warm
2021-07-15,31.78,26.17,37.46,2.73,64.12,4.54,2021,7,196,Monsoon,11.29,1,Warm
2021-07-16,33.88,28.49,39.54,0.75,56.2,3.45,2021,7,197,Monsoon,11.05,0,Warm
2021-07-17,34.23,28.81,39.43,1.32,57.62,2.46,2021,7,198,Monsoon,10.620000000000001,1,Warm
2021-07-18,32.29,28.64,38.08,45.11,71.11,2.49,2021,7,199,Monsoon,9.439999999999998,1,Warm
2021-07-19,28.57,26.47,29.95,45.66,90.65,3.18,2021,7,200,Monsoon,3.4800000000000004,1,Warm
2021-07-20,28.46,25.33,30.65,35.86,87.3,1.8,2021,7,201,Monsoon,5.32,1,Warm
2021-07-21,29.93,26.63,33.64,4.62,81.3,1.8,2021,7,202,Monsoon,7.010000000000002,1,Warm
2021-07-22,30.05,26.53,33.96,4.42,80.71,2.2,2021,7,203,Monsoon,7.43,1,Warm
2021-07-23,29.64,26.55,32.83,3.46,81.59,1.76,2021,7,204,Monsoon,6.279999999999998,1,Warm
2021-07-24,30.41,26.69,33.78,0.44,78.71,1.88,2021,7,205,Monsoon,7.09,0,Warm
2021-07-25,31.65,27.76,35.96,0.02,74.7,2.08,2021,7,206,Monsoon,8.2,0,Warm
2021-07-26,29.0,26.92,30.83,12.64,83.04,2.07,2021,7,207,Monsoon,3.9099999999999966,1,Warm
2021-07-27,29.03,26.48,32.21,55.47,86.16,2.02,2021,7,208,Monsoon,5.73,1,Warm
2021-07-28,28.1,26.01,30.36,9.53,86.91,1.91,2021,7,209,Monsoon,4.349999999999998,1,Warm
2021-07-29,28.38,25.79,31.24,18.52,87.15,1.4,2021,7,210,Monsoon,5.449999999999999,1,Warm
2021-07-30,28.53,26.15,31.63,36.15,86.8,1.87,2021,7,211,Monsoon,5.48,1,Warm
2021-07-31,28.31,26.14,30.38,21.3,86.62,2.79,2021,7,212,Monsoon,4.239999999999998,1,Warm
2021-08-01,30.03,26.28,33.15,13.3,78.15,1.46,2021,8,213,Monsoon,6.869999999999997,1,Warm
2021-08-02,28.98,26.46,31.3,4.01,84.92,1.99,2021,8,214,Monsoon,4.84,1,Warm
2021-08-03,28.96,26.22,32.42,3.91,84.51,3.14,2021,8,215,Monsoon,6.200000000000003,1,Warm
2021-08-04,28.75,25.5,32.45,0.02,84.29,3.23,2021,8,216,Monsoon,6.950000000000003,0,Warm
2021-08-05,29.01,25.69,31.96,1.95,83.55,1.99,2021,8,217,Monsoon,6.27,1,Warm
2021-08-06,28.89,25.97,32.67,0.91,80.11,1.72,2021,8,218,Monsoon,6.700000000000003,0,Warm
2021-08-07,27.57,25.09,30.73,14.08,85.12,1.82,2021,8,219,Monsoon,5.640000000000001,1,Warm
2021-08-08,28.86,25.64,31.54,3.73,80.59,0.68,2021,8,220,Monsoon,5.899999999999999,1,Warm
2021-08-09,29.45,26.1,32.31,5.57,78.99,1.5,2021,8,221,Monsoon,6.210000000000001,1,Warm
2021-08-10,29.99,26.05,34.37,0.04,77.12,2.52,2021,8,222,Monsoon,8.319999999999997,0,Warm
2021-08-11,29.1,23.97,34.11,0.0,73.83,3.79,2021,8,223,Monsoon,10.14,0,Warm
2021-08-12,29.07,23.64,33.88,5.73,76.17,2.89,2021,8,224,Monsoon,10.240000000000002,1,Warm
2021-08-13,29.36,24.79,34.05,20.63,78.4,3.11,2021,8,225,Monsoon,9.259999999999998,1,Warm
2021-08-14,29.73,25.59,34.82,0.0,78.85,3.75,2021,8,226,Monsoon,9.23,0,Warm
2021-08-15,29.86,24.43,34.38,0.0,72.68,2.7,2021,8,227,Monsoon,9.950000000000003,0,Warm
2021-08-16,29.92,25.22,34.0,0.0,72.76,1.77,2021,8,228,Monsoon,8.780000000000001,0,Warm
2021-08-17,30.19,25.37,34.83,0.0,70.46,1.91,2021,8,229,Monsoon,9.459999999999997,0,Warm
2021-08-18,29.79,25.81,34.82,0.0,71.13,1.9,2021,8,230,Monsoon,9.010000000000002,0,Warm
2021-08-19,29.67,25.2,34.72,0.55,77.73,2.52,2021,8,231,Monsoon,9.52,0,Warm
2021-08-20,27.37,25.14,30.3,24.29,88.49,3.61,2021,8,232,Monsoon,5.16,1,Warm
2021-08-21,27.35,24.64,31.33,46.38,88.48,2.87,2021,8,233,Monsoon,6.689999999999998,1,Warm
2021-08-22,28.54,25.53,32.3,1.99,85.38,3.73,2021,8,234,Monsoon,6.769999999999996,1,Warm
2021-08-23,29.09,25.54,31.99,0.3,82.15,1.32,2021,8,235,Monsoon,6.449999999999999,0,Warm
2021-08-24,29.15,26.31,32.38,0.1,79.09,1.66,2021,8,236,Monsoon,6.070000000000004,0,Warm
2021-08-25,28.91,24.75,34.11,1.3,76.56,3.84,2021,8,237,Monsoon,9.36,1,Warm
2021-08-26,28.79,23.65,33.92,0.0,76.7,3.56,2021,8,238,Monsoon,10.270000000000003,0,Warm
2021-08-27,29.32,24.19,34.51,2.35,73.54,2.11,2021,8,239,Monsoon,10.319999999999997,1,Warm
2021-08-28,29.08,24.81,33.72,4.33,78.23,1.76,2021,8,240,Monsoon,8.91,1,Warm
2021-08-29,28.95,24.93,33.47,0.11,80.62,2.07,2021,8,241,Monsoon,8.54,0,Warm
2021-08-30,28.08,24.89,32.05,0.34,84.48,2.72,2021,8,242,Monsoon,7.159999999999997,0,Warm
2021-08-31,26.92,23.29,31.31,6.39,85.87,2.62,2021,8,243,Monsoon,8.02,1,Warm
2021-09-01,26.42,24.1,29.44,70.22,89.8,3.56,2021,9,244,Monsoon,5.34,1,Warm
2021-09-02,26.22,23.79,28.65,26.49,90.92,3.0,2021,9,245,Monsoon,4.859999999999999,1,Warm
2021-09-03,27.49,24.68,30.99,14.77,88.63,3.34,2021,9,246,Monsoon,6.309999999999999,1,Warm
2021-09-04,27.93,25.61,30.66,9.8,86.96,1.98,2021,9,247,Monsoon,5.050000000000001,1,Warm
2021-09-05,28.48,25.13,31.43,2.89,80.49,1.31,2021,9,248,Monsoon,6.300000000000001,1,Warm
2021-09-06,28.85,24.54,32.98,1.27,84.01,1.92,2021,9,249,Monsoon,8.439999999999998,1,Warm
2021-09-07,28.52,26.06,31.99,2.58,87.92,3.26,2021,9,250,Monsoon,5.93,1,Warm
2021-09-08,27.66,25.5,30.86,0.17,87.4,4.85,2021,9,251,Monsoon,5.359999999999999,0,Warm
2021-09-09,27.32,24.72,30.46,3.72,88.27,3.32,2021,9,252,Monsoon,5.740000000000002,1,Warm
2021-09-10,27.11,24.55,29.94,15.77,88.34,4.24,2021,9,253,Monsoon,5.390000000000001,1,Warm
2021-09-11,26.4,24.99,28.22,30.3,93.42,5.02,2021,9,254,Monsoon,3.2300000000000004,1,Warm
2021-09-12,26.27,24.8,28.23,20.54,89.2,3.5,2021,9,255,Monsoon,3.4299999999999997,1,Warm
2021-09-13,26.99,23.09,31.39,6.52,84.37,2.76,2021,9,256,Monsoon,8.3,1,Warm
2021-09-14,27.25,23.0,32.24,1.32,82.21,3.13,2021,9,257,Monsoon,9.240000000000002,1,Warm
2021-09-15,27.13,22.63,32.6,0.27,83.59,3.61,2021,9,258,Monsoon,9.970000000000002,0,Warm
2021-09-16,26.22,23.14,30.27,10.14,87.59,3.02,2021,9,259,Monsoon,7.129999999999999,1,Warm
2021-09-17,26.11,22.45,30.66,0.54,85.92,3.46,2021,9,260,Monsoon,8.21,0,Warm
2021-09-18,26.7,23.11,30.78,0.01,87.31,3.67,2021,9,261,Monsoon,7.670000000000002,0,Warm
2021-09-19,27.61,24.27,31.16,0.01,86.47,3.17,2021,9,262,Monsoon,6.890000000000001,0,Warm
2021-09-20,28.02,23.75,32.34,0.0,86.38,2.85,2021,9,263,Monsoon,8.590000000000003,0,Warm
2021-09-21,27.96,25.28,31.81,8.03,87.28,3.08,2021,9,264,Monsoon,6.529999999999998,1,Warm
2021-09-22,26.4,24.61,28.67,6.61,92.53,3.18,2021,9,265,Monsoon,4.060000000000002,1,Warm
2021-09-23,25.69,23.24,28.78,13.8,89.45,3.32,2021,9,266,Monsoon,5.540000000000003,1,Warm
2021-09-24,26.33,21.61,30.91,4.41,84.31,2.5,2021,9,267,Monsoon,9.3,1,Warm
2021-09-25,27.18,23.37,31.33,1.15,84.5,2.25,2021,9,268,Monsoon,7.959999999999997,1,Warm
2021-09-26,26.93,23.58,30.68,0.4,87.08,2.69,2021,9,269,Monsoon,7.100000000000001,0,Warm
